"Molecule ChEMBL ID","Smiles","pIC50"
"CHEMBL3814134","Nc1nc(NCc2ccccc2)nc3ccccc13","5.075720714"
"CHEMBL3814123","Nc1nc(NCCc2ccccc2)c3ccccc3n1","4.602059991"
"CHEMBL3814270","Nc1nc(NCc2cccc(Br)c2)c3ccccc3n1","4.651695137"
"CHEMBL3813811","Nc1nc(NCc2ccc(Cl)cc2)c3ccccc3n1","4.602059991"
"CHEMBL3813811","Nc1nc(NCc2ccc(Cl)cc2)c3ccccc3n1","6.207608311"
"CHEMBL3815140","CC(C)Nc1nc(N)c2ccccc2n1","4.602059991"
"CHEMBL3815148","Nc1nc(NCc2ccc(Cl)cc2)nc3ccccc13","6.031517051"
"CHEMBL3814324","COc1cccc(CNc2nc(N)c3ccccc3n2)c1","4.602059991"
"CHEMBL3813859","Cc1ccc(CNc2nc(N)c3ccccc3n2)cc1","4.647817482"
"CHEMBL2402075","COc1cc(OC)cc(\C=C\c2ccc(NCc3cc(NCC(C)C)ccc3O)cc2)c1","4.986320303"
"CHEMBL2436697","O=C1C=C(Oc2cc(OCCCCCCN3CCN(CCNc4c5CCCCc5nc6ccccc46)CC3)ccc12)c7ccccc7","4.847711656"
"CHEMBL2436696","O=C1C=C(Oc2cc(OCCCCCN3CCN(CCNc4c5CCCCc5nc6ccccc46)CC3)ccc12)c7ccccc7","4.89279003"
"CHEMBL2436695","O=C1C=C(Oc2cc(OCCCCN3CCN(CCNc4c5CCCCc5nc6ccccc46)CC3)ccc12)c7ccccc7","4.785156152"
"CHEMBL2402163","CN(C)c1ccc(\C=C\c2ccc(NCc3cc(ccc3O)N(C)C)cc2)cc1","4.972242795"
"CHEMBL3799641","O=C(COC(=O)Cc1c[nH]c2ccccc12)Nc3c4CCCCc4nc5ccccc35","7.409381052"
"CHEMBL521929","COc1ccc2cc(oc2c1)\C=C\c3ccc(N(C)C)c(OC)c3","6.27572413"
"CHEMBL2402063","COc1cc(OC)cc(\C=C\c2ccc(NCc3cc(NC(C)C)ccc3O)cc2)c1","4.736363931"
"CHEMBL2402161","CN(C)c1ccccc1CNc2ccc(\C=C\c3cc(O)cc(O)c3)cc2","4.848936747"
"CHEMBL3594077","Oc1ccc(cc1)c2cc([nH]n2)c3c(O)cccc3O","4.801342913"
"CHEMBL2436690","Oc1cc(OCCCN2CCN(CCCNc3c4CCCCc4nc5ccccc35)CC2)cc6OC=CC(=O)c16","5.318758763"
"CHEMBL2436710","[O-][N+](=O)c1ccc(cc1)C2=CC(=O)c3ccc(OCCCN4CCN(CCCNc5c6CCCCc6nc7ccccc57)CC4)cc3O2","4.850780887"
"CHEMBL2436703","Oc1cc(OCCCN2CCN(CCCNc3c4CCCCc4nc5ccccc35)CC2)cc6OC(=CC(=O)c16)c7ccccc7","5.187086643"
"CHEMBL2408095","COc1ccc(C(=O)\C=C\c2cc(Br)c(OCc3ccccc3)c(OC)c2)c(O)c1","4.903089987"
"CHEMBL260867","COc1ccc(C(=O)\C=C\c2cc(OC)c(OC)c(OC)c2)c(O)c1","5.013228266"
"CHEMBL229907","COc1ccc(\C=C\C(=O)c2ccc(OC)cc2O)cc1","5.075720714"
"CHEMBL3099500","CN(CCCCNc1c2CCCCc2nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc5ccccc5)C(=O)OCc6ccccc6)cccc13)CCCNc7c8CCCCc8nc9ccccc79","4.292429824"
"CHEMBL3751854","COc1ccc(CC(=O)Nc2nc(cs2)c3ccccc3)cc1","4.974694135"
"CHEMBL3582128","C[C@]1(O)c2ccc3C(=O)CCc3c2C(=O)c4occ(CCO)c14","4.46470588"
"CHEMBL515387","FC1(F)CCN(C1)C(=O)[C@@H]2C[C@@H](CN2)N3CCN(CC3)c4ncccn4","4.522878745"
"CHEMBL2063873","Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(c1)\N=C\c3cc(Cl)cc(Cl)c3O","4.207608311"
"CHEMBL258752","COc1ccc(C(=O)\C=C\c2cc(OC)c(OC)cc2OC)c(O)c1","4.991399828"
"CHEMBL2407101","CCOCCCOc1ccc(\C=C\C(=O)c2ccc(OC)cc2O)cc1OC","5.236572006"
"CHEMBL497","Oc1c(I)cc(Cl)c2cccnc12","4"
"CHEMBL3752685","Cl.Cl.C(CCCNc1c2CCCCc2nc3ccccc13)CCCNc4c5CCCCc5nc6ccccc46","5.075720714"
"CHEMBL2179243","Clc1cc(c(Cl)s1)S(=O)(=O)Nc2ccc(cc2)N3CCCCC3","6.15490196"
"CHEMBL3799558","COc1ccc(CC(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24)c(OC)c1OC","7.285586408"
"CHEMBL3800317","COc1ccc(\C=C\C(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24)cc1OC","7.308564848"
"CHEMBL4110655","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3nccnc3N)ccc2F","6.744727495"
"CHEMBL576840","OC(=O)C(CSSCC(NC(=O)Cc1ccccc1)C(=O)O)NC(=O)Cc2ccccc2","5.709965389"
"CHEMBL3943313","Fc1ccc(F)c2c1OCC3[C@H](CCS(=O)(=O)CCn4cccn4)OCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5","8.853871964"
"CHEMBL3900140","Fc1ccc(F)c2c1OCC3[C@H](CCS(=O)(=O)c4ccncn4)OCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5","8.537602002"
"CHEMBL3593276","CCN1\C(=C\C=C\c2sc3ccc(OCCCO[N+](=O)[O-])cc3[n+]2CC)\Sc4ccc(OCCCO[N+](=O)[O-])cc14.[O-]S(=O)(=O)C(F)(F)F","4.585026652"
"CHEMBL3667028","[Na+].[Na+].COC(=O)CCC(C(=O)\C=C\c1ccc([O-])c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc([O-])c(OC(F)(F)F)c2","6.251811973"
"CHEMBL3667030","CN(C)C(=O)CCC(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2","6.301029996"
"CHEMBL3667034","CNc1ccc(\C=C\C(=O)CC(=O)\C=C\c2ccc(NC)c(c2)C(F)(F)F)cc1C(F)(F)F","5.236572006"
"CHEMBL165","Oc1ccc(\C=C\c2cc(O)cc(O)c2)cc1","4.798602876"
"CHEMBL3087676","Clc1cccc(Cl)c1Nc2ccccc2CC(=O)NCCCNCCCNC3=CC(=O)C(=CC3=O)NCCCNCCCNC(=O)Cc4ccccc4Nc5c(Cl)cccc5Cl","5.507239611"
"CHEMBL4114995","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(OCCCF)nc3N)ccc2F","6.508638306"
"CHEMBL2408264","COc1ccc(C(=O)\C=C\c2ccc(cc2)C(=O)Nc3ccccc3O)c(O)c1","4.995678626"
"CHEMBL3814981","CCCNc1nc(N)c2ccccc2n1","4.602059991"
"CHEMBL3814981","CCCNc1nc(N)c2ccccc2n1","4.602059991"
"CHEMBL3814189","Nc1nc(NCc2ccc(F)cc2)nc3ccccc13","4.602059991"
"CHEMBL410263","[Na+].[Na+].Oc1ccc2cc(cc(c2c1\N=N\c3ccccc3)S(=O)(=O)[O-])S(=O)(=O)[O-]","5.522878745"
"CHEMBL3815002","Nc1nc(NCC2CCCCC2)c3ccccc3n1","4.866461092"
"CHEMBL3814965","CC(C)Nc1nc(N)nc2ccccc12","4.991399828"
"CHEMBL3739861","CC1=NN(C(=O)C1)c2ccc(cc2)N(c3ccccc3)c4ccccc4","5.397940009"
"CHEMBL468154","O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O","4"
"CHEMBL4114267","Cc1cc(cnc1C(=O)Nc2ccc(F)c(n2)[C@@]3(C)N=C(N)OCC3(F)F)C#N","8.15490196"
"CHEMBL2386722","COCC[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(cc3C)C#N)ccc2F","7.30980392"
"CHEMBL3659994","OCC(O)CC[C@@H]1OCC[C@@]2([C@H]1COc3c(F)ccc(F)c23)S(=O)(=O)c4ccc(Cl)cc4","7.823908741"
"CHEMBL1778349","O[C@@]12COc3c(F)ccc(F)c3[C@@]1(CC[C@H](C2)NS(=O)(=O)C4CC4)S(=O)(=O)c5ccc(Cl)cc5","7.537602002"
"CHEMBL3582132","C[C@]12C[C@H](O)C3=C([C@@H]1CCC2=O)C(=O)c4occ5C(=O)CC[C@@]3(C)c45","5.920818754"
"CHEMBL66","O[C@@H]1[C@H](Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3","4.48148606"
"CHEMBL231160","CCN(CCCCCCNC1=CC(=O)C(=CC1=O)NCCCCCCN(CC)Cc2ccccc2OC)Cc3ccccc3OC","5.226945307"
"CHEMBL3740705","COc1cccc(c1)N2N=C(C)CC2=O","4.301029996"
"CHEMBL3797381","COc1cc(ccc1O)C(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24","7.427593132"
"CHEMBL3799950","COc1cc(\C=C\C(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24)cc(OC)c1OC","7.338376591"
"CHEMBL3799175","Clc1ccc(\C=C\C(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24)cc1","7.285921835"
"CHEMBL3742186","CC1=NN(C(=O)C1)c2cc(F)ccc2C","4.301029996"
"CHEMBL3740157","CC1=NN(C(=O)C1)c2ccc(C)cc2","4.301029996"
"CHEMBL3739456","CC1=NN(C(=O)C1)c2ccc3ccccc3c2","4.301029996"
"CHEMBL3741747","CC1=NN(C(=O)C1)c2ccc(cc2)n3c(cc4ccccc34)c5ccccc5","5.455931956"
"CHEMBL3629737","CC1(C)OCC2(CCC[C@@]3([C@H]2COc4c(F)ccc(F)c34)S(=O)(=O)c5ccc(Cl)cc5)CO1","7.176525771"
"CHEMBL3629738","Fc1ccc(F)c2c1OC[C@H]3[C@]4(CCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5)CCOC4","7.8569852"
"CHEMBL3629742","Fc1ccc(F)c2c1OC[C@H]3C4(CCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5)CCSCC4","7.578396073"
"CHEMBL3814103","Cc1cccc(CNc2nc(N)c3ccccc3n2)c1","4.602059991"
"CHEMBL3357256","Nc1nc(NCc2ccc(F)cc2)c3ccccc3n1","5.508638306"
"CHEMBL3814383","Nc1nc(NCc2cccc(Cl)c2)c3ccccc3n1","5.721246399"
"CHEMBL3814103","Cc1cccc(CNc2nc(N)c3ccccc3n2)c1","4.602059991"
"CHEMBL3814383","Nc1nc(NCc2cccc(Cl)c2)c3ccccc3n1","4.602059991"
"CHEMBL3814909","COc1ccc(CNc2nc(N)c3ccccc3n2)cc1","5.167491087"
"CHEMBL3813859","Cc1ccc(CNc2nc(N)c3ccccc3n2)cc1","4.882728704"
"CHEMBL3937729","CO[C@@H]1CC[C@@]2(CC1)Cc3cc(C)c(cc3C24N=C(C)C(=N4)N)c5cc(Cl)cc(c5)[N+]#[C-]","7.920818754"
"CHEMBL3902640","CO[C@@H]1CC[C@@]2(CC1)Cc3cc(F)c(cc3[C@@]24N=C(C)C(=N4)N)c5cc(Cl)cc(c5)C#N","9.096910013"
"CHEMBL3813837","Nc1nc(NCc2cccc(F)c2)nc3ccccc13","4.832682665"
"CHEMBL3814001","Nc1nc(NCc2ccc(Br)cc2)nc3ccccc13","5.769551079"
"CHEMBL165","Oc1ccc(\C=C\c2cc(O)cc(O)c2)cc1","5.585026652"
"CHEMBL4115141","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(OCC(F)F)cc3Cl)ccc2F","6.602059991"
"CHEMBL3741268","COc1ccc(cc1)c2ccc(cc2)N3N=C(C)CC3=O","5.468521083"
"CHEMBL4112589","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(cc3N)C(F)F)ccc2F","7.180456064"
"CHEMBL4111654","COc1cnc(C(=O)Nc2ccc(F)c(n2)[C@@]3(C)N=C(N)OCC3(F)F)c(C)c1","7.086186148"
"CHEMBL4115329","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(Cl)cc3N)ccc2F","7.346787486"
"CHEMBL264006","CC(C(=O)O)c1ccc(c(F)c1)c2ccc(cc2)C3CCCCC3","4.677780705"
"CHEMBL3594078","Oc1ccc(cc1O)c2cc([nH]n2)c3c(O)cccc3O","5.886056648"
"CHEMBL27246","OC(=O)\C=C\c1ccccc1","4"
"CHEMBL3672720","CC1=NC2(N=C1N)c3cc(ccc3CCC24CC4)c5cncc(Cl)c5","7.958607315"
"CHEMBL3672687","CC1=NC2(N=C1N)c3cc(Br)ccc3C[C@@]24CC[C@H](O)CC4","8.619788758"
"CHEMBL3945110","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(cc3C24N=C(C)C(=N4)N)C#CC(C)C","6.168770306"
"CHEMBL389549","Clc1ccc(cc1)S(=O)(=O)N2C(CCOC(=O)NCCCn3ccnc3)CCc4ccccc24","6.552841969"
"CHEMBL3327247","Cc1ccc2OC(=O)C(=Cc2c1)C(=O)NCCCCCCCNc3c4CCCCc4nc5ccccc35","5.214670165"
"CHEMBL3400292","CNc1ccc(cc1)C(=O)NC(CCCCCNC(=O)OCc2ccccc2)C(=O)O","5.560667306"
"CHEMBL3739861","CC1=NN(C(=O)C1)c2ccc(cc2)N(c3ccccc3)c4ccccc4","4.301029996"
"CHEMBL410263","[Na+].[Na+].Oc1ccc2cc(cc(c2c1\N=N\c3ccccc3)S(=O)(=O)[O-])S(=O)(=O)[O-]","5.060480747"
"CHEMBL297453","Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c4cc(O)c(O)c(O)c4","5.337242168"
"CHEMBL151","Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3","5.193820026"
"CHEMBL3235503","C(CSSCCNc1c2CCCCc2nc3ccccc13)Nc4c5CCCCc5nc6ccccc46","4.616184634"
"CHEMBL3672728","CO[C@@H]1CC[C@@]2(CC1)CCc3ccc(cc3C24N=C(C)C(=N4)N)c5cncc(c5)C#CC","8.619788758"
"CHEMBL3672729","CC1=NC2(N=C1N)c3cc(ccc3CCC24CC4)c5cc(Cl)cc(c5)C#N","7.795880017"
"CHEMBL3923244","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC4CC4)cc3C25N=C(C)C(=N5)N","8.795880017"
"CHEMBL2408263","COc1ccc(C(=O)\C=C\c2ccc(cc2)C(=O)Nc3ccccc3OC)c(O)c1","5.13667714"
"CHEMBL3739499","CC1=C(C)C2=C(C[C@]3(O2)C(=CC[C@@H]4[C@@]5(C)C=CC(=O)OC(C)(C)[C@@H]5CC[C@@]34C)C)C(=O)O1","3.522878745"
"CHEMBL3740688","CN1C(=O)[C@@]23CCC(=O)N2C[C@@]14C[C@@]5(C(=O)Nc6c7C=CC(C)(C)Oc7ccc56)C(C)(C)[C@@H]4C3","3.729088361"
"CHEMBL324842","OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)\C=C\c2ccc(O)c(O)c2","4.14327111"
"CHEMBL1086287","Fc1ccc(F)c2c1OC[C@H]3[C@H](CNS(=O)(=O)C(F)(F)F)CCC[C@@]23S(=O)(=O)c4ccc(Cl)cc4","7.853871964"
"CHEMBL3781026","Fc1ccc(cc1)c2cc(NCCNc3cc([nH]n3)c4ccc(F)cc4)n[nH]2","4.392544977"
"CHEMBL3330750","COc1ccc(cc1)c2ccc(s2)c3ccc(C=C(C#N)C#N)s3","6"
"CHEMBL236184","CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2ccc(Cl)cc2)C3(CC3)OC(=O)N4CCN(CC4)C(C)(C)CO","8.080921908"
"CHEMBL3948649","Fc1ccc(F)c2c1OCC3[C@H](CCS(=O)(=O)c4cccnn4)OCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5","8.346787486"
"CHEMBL3928118","Fc1ccc(F)c2c1OCC3[C@H](CCS(=O)(=O)c4ncccn4)OCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5","8.193820026"
"CHEMBL3814631","Nc1nc(NCc2ccc(Br)cc2)c3ccccc3n1","7.096910013"
"CHEMBL3815140","CC(C)Nc1nc(N)c2ccccc2n1","4.602059991"
"CHEMBL3814191","Nc1nc(NCc2cccc(Cl)c2)nc3ccccc13","4.872895202"
"CHEMBL3814909","COc1ccc(CNc2nc(N)c3ccccc3n2)cc1","4.602059991"
"CHEMBL3814363","Cc1cccc(CNc2nc(N)nc3ccccc23)c1","4.602059991"
"CHEMBL3740785","C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)NC3=O)C(=O)Nc6c7C=CC(C)(C)Oc7ccc56","3.612076533"
"CHEMBL3594079","COc1cc(cc(OC)c1O)c2cc([nH]n2)c3c(O)cccc3O","5.537602002"
"CHEMBL3330753","COc1ccc(cc1)c2cc3c(s2)c4sc(cc4n3C(C)(C)C)c5ccc(\C=C(/C#N)\C(=O)N)s5","6.259637311"
"CHEMBL3330754","O=Cc1ccc(s1)c2ccc(s2)c3ccc4[nH]ccc4c3","5"
"CHEMBL3814611","Nc1nc(NCc2ccc(cc2)C(F)(F)F)nc3ccccc13","5.27572413"
"CHEMBL3799703","COc1ccc(C(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24)c(OC)c1OC","7.1837587"
"CHEMBL3740705","COc1cccc(c1)N2N=C(C)CC2=O","4.301029996"
"CHEMBL3814363","Cc1cccc(CNc2nc(N)nc3ccccc23)c1","5.443697499"
"CHEMBL231160","CCN(CCCCCCNC1=CC(=O)C(=CC1=O)NCCCCCCN(CC)Cc2ccccc2OC)Cc3ccccc3OC","5.226945307"
"CHEMBL3814349","Nc1nc(NCc2cccc(c2)C(F)(F)F)c3ccccc3n1","5.455931956"
"CHEMBL28626","OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3O","4.518557371"
"CHEMBL3797363","COc1cc(cc(OC)c1OC)C(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24","7.512296137"
"CHEMBL3814611","Nc1nc(NCc2ccc(cc2)C(F)(F)F)nc3ccccc13","5.638272164"
"CHEMBL3814191","Nc1nc(NCc2cccc(Cl)c2)nc3ccccc13","5.229147988"
"CHEMBL503168","OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccccc3O","4.256490235"
"CHEMBL3814610","Nc1nc(NCCc2ccccc2)nc3ccccc13","4.602059991"
"CHEMBL3815150","Nc1nc(NCc2cccc(c2)C(F)(F)F)nc3ccccc13","4.860120914"
"CHEMBL3357256","Nc1nc(NCc2ccc(F)cc2)c3ccccc3n1","4.602059991"
"CHEMBL3814748","Nc1nc(NCc2cccc(F)c2)c3ccccc3n1","4.602059991"
"CHEMBL3814610","Nc1nc(NCCc2ccccc2)nc3ccccc13","4.826813732"
"CHEMBL3814189","Nc1nc(NCc2ccc(F)cc2)nc3ccccc13","4.602059991"
"CHEMBL3814125","Nc1nc(NCc2cccc(Br)c2)nc3ccccc13","5.823908741"
"CHEMBL3629740","Fc1ccc(F)c2c1OC[C@H]3[C@]4(CCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5)CCOC4=O","6.642065153"
"CHEMBL3899794","C[P@@]1(=O)OC[C@@]2(CCC[C@@]3([C@H]2COc4c(F)ccc(F)c34)S(=O)(=O)c5ccc(Cl)cc5)CO1","8.022276395"
"CHEMBL2436699","O=C1C=C(Oc2cc(OCCCN3CCN(CCCNc4c5CCCCc5nc6ccccc46)CC3)ccc12)c7ccccc7","4.826813732"
"CHEMBL3672698","CC1=N[C@]2(N=C1N)c3cc(ccc3C[C@@]24CC[C@H](O)CC4)c5cc(Cl)cc(c5)C#N","8.795880017"
"CHEMBL3629743","Fc1ccc(F)c2c1OC[C@H]3[C@]4(CCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5)CCN(C4)S(=O)(=O)C(F)(F)F","7.632644079"
"CHEMBL3905228","C[P@@]1(=O)OC[C@]2(CCC[C@@]3([C@H]2COc4c(F)ccc(F)c34)S(=O)(=O)c5ccc(cc5)C(F)(F)F)CO1","6.401209493"
"CHEMBL3971184","Fc1ccc(F)c2c1OCC3[C@H](CCS(=O)(=O)C4=CNC(=O)C=C4)OCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5","7.728158393"
"CHEMBL3935559","Fc1ccc(F)c2c1OCC3[C@H](CCS(=O)(=O)c4ccnnc4)OCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5","7.991399828"
"CHEMBL3742091","CC1=NN(C(=O)C1)c2ccc(cc2)c3cccnc3","5.408935393"
"CHEMBL3739947","COc1cc(F)cc(c1)N2N=C(C)CC2=O","4.301029996"
"CHEMBL418455","OC(=O)c1cc(\C=C\c2ccc(\C=C\c3ccc(O)c(c3)C(=O)O)c(I)c2)ccc1O","5.096910013"
"CHEMBL2381402","COc1ccc2C=C(C(=O)CN3CCC(CC3)c4ccccc4)C(=O)Oc2c1","4.537602002"
"CHEMBL3286981","COc1cc(\C=C\2/Sc3nc(cn3C2=O)c4ccncc4)cc(OC)c1O","7.031517051"
"CHEMBL3961972","Fc1ccc(F)c2c1OCC3[C@H](CCS(=O)(=O)Cc4cccnc4)OCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5","8.180456064"
"CHEMBL3781419","Cc1ccc(cc1)c2cc(NCCNc3cc([nH]n3)c4cccs4)n[nH]2","4.537602002"
"CHEMBL4109860","CCOc1cnc(C(=O)Nc2ccc(F)c(n2)[C@@]3(C)N=C(N)OCC3(F)F)c(Cl)c1","6.346787486"
"CHEMBL4108644","CC(F)(F)c1nc(N)c(nc1Cl)C(=O)Nc2ccc(F)c(n2)[C@@]3(C)N=C(N)OCC3(F)F","5.187086643"
"CHEMBL3672731","CO[C@@H]1CC[C@@]2(CC1)CCc3ccc(cc3C24N=C(C)C(=N4)N)c5cc(Cl)cc(c5)C#N","7.036212173"
"CHEMBL3672723","CO[C@@H]1CC[C@@]2(CC1)CCc3ccc(cc3C24N=C(C)C(=N4)N)c5cc(OC)cc(c5)C#N","9"
"CHEMBL4110279","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(nc3N)C(F)(F)F)ccc2F","6.853871964"
"CHEMBL3672732","CO[C@@H]1CC[C@]2(CC1)CCc3ccc(cc3C24N=C(C)C(=N4)N)c5cc(Cl)cc(c5)C#N","8.346787486"
"CHEMBL3672726","CO[C@@H]1CC[C@]2(CC1)CCc3ccc(cc3C24N=C(C)C(=N4)N)c5cncc(Cl)c5","7.721246399"
"CHEMBL3904071","Fc1ccc(F)c2c1OCC3[C@H](CCS(=O)(=O)c4cnccn4)OCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5","8.259637311"
"CHEMBL3984227","Nc1ncccc1S(=O)(=O)CC[C@@H]2OCC[C@@]3(C2COc4c(F)ccc(F)c34)S(=O)(=O)c5ccc(Cl)cc5","7.744727495"
"CHEMBL3956918","Fc1ccc(F)c2c1OCC3[C@H](CCS(=O)(=O)Cc4nocn4)OCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5","8.769551079"
"CHEMBL3937398","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC4CC4)cc3[C@@]25N=C(C)C(=N5)N","9.045757491"
"CHEMBL3957316","Cc1onc(CS(=O)(=O)CC[C@@H]2OCC[C@@]3(C2COc4c(F)ccc(F)c34)S(=O)(=O)c5ccc(Cl)cc5)n1","8.236572006"
"CHEMBL3905561","COc1ccc(cn1)S(=O)(=O)CC[C@@H]2OCC[C@@]3(C2COc4c(F)ccc(F)c34)S(=O)(=O)c5ccc(Cl)cc5","7.782516056"
"CHEMBL3909054","Fc1ccc(F)c2c1OCC3[C@H](CCS(=O)(=O)c4cncnc4)OCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5","7.88941029"
"CHEMBL418455","OC(=O)c1cc(\C=C\c2ccc(\C=C\c3ccc(O)c(c3)C(=O)O)c(I)c2)ccc1O","5.096910013"
"CHEMBL3959097","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCCC(F)(F)F)cc3C24N=C(C)C(=N4)N","7.251811973"
"CHEMBL3969309","CO[C@@H]1CC[C@@]2(CC1)Cc3cc(F)c(cc3C24N=C(C)C(=N4)N)c5cncc(Cl)c5","8.522878745"
"CHEMBL3667022","COC(=O)CC(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2","6.283996656"
