"Molecule ChEMBL ID","Smiles","pIC50"
"CHEMBL2408262","COc1ccc(C(=O)\C=C\c2ccc(cc2)C(=O)Nc3ccc(C)cc3C)c(O)c1","5.080921908"
"CHEMBL1085076","Fc1ccc(F)c2c1OC[C@H]3[C@H](CNS(=O)(=O)C(F)(F)F)CCC[C@@]23S(=O)(=O)c4ccc(cc4)C(F)(F)F","7.26760624"
"CHEMBL2386724","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F","7.920818754"
"CHEMBL1090209","Fc1ccc(F)c2c1OC[C@H]3C[C@@H](CC[C@@]23S(=O)(=O)c4ccc(Cl)cc4)NS(=O)(=O)C(F)(F)F","7.568636236"
"CHEMBL3667027","CCOC(=O)C(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2","6.853871964"
"CHEMBL3667021","CC(C)(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2","4.823908741"
"CHEMBL3672688","CC1=N[C@@]2(N=C1N)c3cc(Br)ccc3C[C@@]24CC[C@H](O)CC4","7.017728767"
"CHEMBL2386719","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ccc(cn3)C#N)ccc2F","7.853871964"
"CHEMBL3916194","CO[C@@H]1CC[C@@]2(CC1)Cc3cc(F)c(cc3[C@@]24N=C(C)C(=N4)N)c5cc(F)cc(c5)C#N","8.13076828"
"CHEMBL3672708","COC1CCC2(CC1)Cc3cc(F)c(Br)cc3C24N=C(C)C(=N4)N","6.754487332"
"CHEMBL3087675","C[S+]([O-])c1ccc(\C=C\2/C(=C(CC(=O)NCCCNCCCNC3=CC(=O)C(=CC3=O)NCCCNCCCNC(=O)CC4=C(C)\C(=C/c5ccc(cc5)[S+](C)[O-])\c6ccc(F)cc46)c7cc(F)ccc27)C)cc1","5.087246696"
"CHEMBL3593280","[I-].CCN1\C(=C\C=C\c2sc3ccccc3[n+]2CC)\Sc4ccc(OCc5no[n+]([O-])c5C(=O)N)cc14","4.585026652"
"CHEMBL3739748","C[C@H]1CN2C[C@]34C[C@@]5(C(=O)Nc6c7OC=CC(C)(C)Oc7ccc56)C(C)(C)[C@@H]3C[C@@]2(C1)C(=O)N4C","3.56944123"
"CHEMBL3741111","CC1=C(C)C2=C(C[C@]3(O2)C(=CC[C@@H]4[C@@]5(C)[C@@H](O)CC(=O)OC(C)(C)[C@@H]5CC[C@@]34C)C)C(=O)O1","3.522878745"
"CHEMBL3797646","COc1ccc(CC(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24)cc1","7.147032309"
"CHEMBL3798989","COc1cc(OC)cc(c1)C(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24","7.252899069"
"CHEMBL3813971","Cc1ccc(CNc2nc(N)nc3ccccc23)cc1","5.408935393"
"CHEMBL3814134","Nc1nc(NCc2ccccc2)nc3ccccc13","5.657577319"
"CHEMBL4111029","CCOc1cnc(C(=O)Nc2ccc(F)c(n2)[C@@]3(C)N=C(N)OCC3(F)F)c(N)n1","6.075720714"
"CHEMBL3672702","CC[C@@H](C)Oc1ccc2C[C@@]3(CC[C@@H](CC3)OC)C4(N=C(C)C(=N4)N)c2c1","7.795880017"
"CHEMBL1880288","CC1=NN(C(=O)C1)c2ccccc2C","4.301029996"
"CHEMBL3741909","CC1=NN(C(=O)C1)c2ccc(cc2)c3ccccc3","4.709965389"
"CHEMBL3742036","COc1cc(nc(OC)n1)N2N=C(C)CC2=O","4.301029996"
"CHEMBL3741909","CC1=NN(C(=O)C1)c2ccc(cc2)c3ccccc3","5.251811973"
"CHEMBL3741747","CC1=NN(C(=O)C1)c2ccc(cc2)n3c(cc4ccccc34)c5ccccc5","4.707743929"
"CHEMBL3898248","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCCC(F)(F)F)cc3[C@@]24N=C(C)C(=N4)N","9.15490196"
"CHEMBL3891777","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(cc3[C@@]24N=C(C)C(=N4)N)C#CC5CCC5","8.677780705"
"CHEMBL3672699","CC1=N[C@@]2(N=C1N)c3cc(ccc3C[C@@]24CC[C@H](O)CC4)c5cc(Cl)cc(c5)C#N","6.665546249"
"CHEMBL190083","C[C@@H](C(=O)O)c1ccc(c(F)c1)c2ccccc2","3.552841969"
"CHEMBL3667033","COc1cc(\C=C\C(=O)CC(=O)\C=C\c2ccc(OCC(=O)O)c(OC)c2)ccc1O","6.508638306"
"CHEMBL3667035","COc1cc(\C=C\C(=O)CC(=O)\C=C\c2cncc(c2)C(F)(F)F)ccc1O","7"
"CHEMBL3913223","CO[C@@H]1CC[C@@]2(CC1)Cc3cc(C)c(cc3C24N=C(C)C(=N4)N)c5cncc(c5)C#CC","7.769551079"
"CHEMBL4108635","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(OCC(F)(F)F)nc3N)ccc2F","6.22184875"
"CHEMBL3672695","CC1=N[C@]2(N=C1N)c3cc(OCCCF)ccc3C[C@@]24CC[C@@H](CC4)OC(F)F","8.795880017"
"CHEMBL253570","OC1=C(Oc2c(O)c(O)cc(O)c2C1=O)c3ccc(O)c(O)c3","5.522878745"
"CHEMBL3667023","COC(=O)CCCC(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2","6.508638306"
"CHEMBL3961886","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC4CCC4)cc3C25N=C(C)C(=N5)N","8.823908741"
"CHEMBL3667024","CCOC(=O)CCC(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2","6.420216403"
"CHEMBL3593277","CCN1\C(=C\C=C\c2sc3ccc(OCc4no[n+]([O-])c4C(=O)N)cc3[n+]2CC)\Sc5ccc(OCc6no[n+]([O-])c6C(=O)N)cc15.[O-]S(=O)(=O)C(F)(F)F","4.769551079"
"CHEMBL3594076","COc1cc(ccc1O)c2cc([nH]n2)c3c(O)cccc3O","5.366531544"
"CHEMBL3899321","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC(C)F)cc3C24N=C(C)C(=N4)N","8.602059991"
"CHEMBL3653726","CC#Cc1cncc(c1)c2ccc3C[C@@]4(CC[C@H](O)CC4)[C@]5(N=C(C)C(=N5)N)c3c2","9"
"CHEMBL4113193","CO[C@@H]1CC[C@@]2(CC1)Cc3cc(F)c(cc3[C@]24N=C(C)C(=N4)N)c5cc(Cl)cc(c5)C#N","6.006123085"
"CHEMBL3814324","COc1cccc(CNc2nc(N)c3ccccc3n2)c1","4.602059991"
"CHEMBL3593279","[I-].CCN1\C(=C\C=C\c2sc3ccccc3[n+]2CC)\Sc4ccc(Oc5no[n+]([O-])c5c6ccccc6)cc14","5.795880017"
"CHEMBL3814270","Nc1nc(NCc2cccc(Br)c2)c3ccccc3n1","6.236572006"
"CHEMBL3814748","Nc1nc(NCc2cccc(F)c2)c3ccccc3n1","5.552841969"
"CHEMBL469159","CC1(C)Oc2ccc(cc2C=C1)C(=O)O","3.522878745"
"CHEMBL3741268","COc1ccc(cc1)c2ccc(cc2)N3N=C(C)CC3=O","5.292429824"
"CHEMBL3741643","CC1=NN(C(=O)C1)c2ccc(cc2)n3cccc3","5.397940009"
"CHEMBL3741300","C[C@H]1CN2C[C@]34C[C@@]5(C(=O)Nc6c7C=CC(C)(C)Oc7ccc56)C(C)(C)[C@@H]3C[C@@]2(C1)C(=O)N4C","3.691008971"
"CHEMBL3742121","C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)N(C)C3=O)C(=O)Nc6c7C=CC(C)(C)Oc7ccc56","3.522878745"
"CHEMBL3740979","CC1=NN(C(=O)C1)c2cc(C)ccc2C","4.301029996"
"CHEMBL3740581","CC1=NN(C(=O)C1)c2cccc(c2)N3CCCC3","4.774690718"
"CHEMBL723","COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23","4.522878745"
"CHEMBL541265","OC(O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@@H]2[C@H](Oc3cc(O)cc(\C=C\C(=O)O[C@H](Cc4ccc(O)c(O)c4)C(=O)O)c23)c5ccc(O)c(O)c5","5.812479279"
"CHEMBL50","OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3","4.815308569"
"CHEMBL3659992","CCS(=O)(=O)CC[C@@H]1CCC[C@@]2([C@H]1COc3c(F)ccc(F)c23)S(=O)(=O)c4ccc(Cl)cc4","8"
"CHEMBL4107875","COCC#Cc1cnc(C(=O)Nc2ccc(F)c(n2)[C@@]3(C)N=C(N)OCC3(F)F)c(Cl)c1","7.091514981"
"CHEMBL2386720","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(cc3Cl)C#N)ccc2F","8.096910013"
"CHEMBL4112705","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(nc3N)C(F)F)ccc2F","7.22184875"
"CHEMBL2386726","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3nn(cc3Cl)C(F)F)ccc2F","7.886056648"
"CHEMBL3629745","CP1(=O)OCC[C@]2(CCC[C@@]3([C@H]2COc4c(F)ccc(F)c34)S(=O)(=O)c5ccc(Cl)cc5)CO1","8.26760624"
"CHEMBL3814397","Nc1nc(NCC2CCCCC2)nc3ccccc13","4.602059991"
"CHEMBL3893021","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(cc3[C@@]24N=C(C)C(=N4)N)C#CC(C)C","8.795880017"
"CHEMBL290916","CC1=NN(C(=O)C1)c2ccccc2","4.301029996"
"CHEMBL3582126","C[C@]1(O)c2ccc3C(=O)CCc3c2C(=O)c4occ([C@@H](O)CCO)c14","4.018181393"
"CHEMBL549959","C[C@@]12[C@H](O)CC(=O)c3coc(C(=O)c4c5CCC(=O)c5ccc14)c23","4.872895202"
"CHEMBL3813837","Nc1nc(NCc2cccc(F)c2)nc3ccccc13","4.946921557"
"CHEMBL3814001","Nc1nc(NCc2ccc(Br)cc2)nc3ccccc13","5.769551079"
"CHEMBL3815150","Nc1nc(NCc2cccc(c2)C(F)(F)F)nc3ccccc13","4.903089987"
"CHEMBL3815002","Nc1nc(NCC2CCCCC2)c3ccccc3n1","4.602059991"
"CHEMBL3814631","Nc1nc(NCc2ccc(Br)cc2)c3ccccc3n1","4.829738285"
"CHEMBL3814660","Nc1nc(NCc2ccc(cc2)C(F)(F)F)c3ccccc3n1","4.602059991"
"CHEMBL3813971","Cc1ccc(CNc2nc(N)nc3ccccc23)cc1","4.602059991"
"CHEMBL3814125","Nc1nc(NCc2cccc(Br)c2)nc3ccccc13","5.568636236"
"CHEMBL3815148","Nc1nc(NCc2ccc(Cl)cc2)nc3ccccc13","5.091514981"
"CHEMBL3692699","Fc1ccc(\C=C\C(=O)Nc2ccc3C[C@@H]4CC[C@H](Cc3c2)[C@@H]4NS(=O)(=O)c5ccc(Cl)s5)cc1","4.075720714"
"CHEMBL4109969","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(F)cc3N)ccc2F","7.055517328"
"CHEMBL4108335","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(OCCF)nc3N)ccc2F","6.318758763"
"CHEMBL4111699","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(OCF)cc3Cl)ccc2F","7.244125144"
"CHEMBL4110497","COCCc1cnc(C(=O)Nc2ccc(F)c(n2)[C@@]3(C)N=C(N)OCC3(F)F)c(N)n1","7.15490196"
"CHEMBL191083","CN(C)c1ccc2N=C3C=CC(=[N+](C)C)C=C3Sc2c1","6.259637311"
"CHEMBL3667020","COC(=O)CCC(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2","6.356547324"
"CHEMBL2436691","COc1cc(OCCCN2CCN(CCCNc3c4CCCCc4nc5ccccc35)CC2)cc6OC=CC(=O)c16","4.899629455"
"CHEMBL3667039","COC(=O)CCC(C(=O)\C=C\c1occc1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2","6.187086643"
"CHEMBL2381403","COc1ccc2C=C(C(=O)CN3CCN(CC3)c4ccccc4)C(=O)Oc2c1","4.677780705"
"CHEMBL2436698","O=C1C=C(Oc2cc(OCCN3CCN(CCCNc4c5CCCCc5nc6ccccc46)CC3)ccc12)c7ccccc7","5.008773924"
"CHEMBL2381384","COc1ccc2C=C(C(=O)CN3CCN(CC3)c4ncccn4)C(=O)Oc2c1","6"
"CHEMBL284616","O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)C(=O)O","4.031984286"
"CHEMBL249447","O[C@@H]1[C@@H](C[C@](O)(C[C@H]1OC(=O)\C=C\c2ccc(O)c(O)c2)C(=O)O)OC(=O)\C=C\c3ccc(O)c(O)c3","4.785156152"
"CHEMBL177126","O[C@@H]1C[C@@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@H]1OC(=O)\C=C\c3ccc(O)c(O)c3)C(=O)O","7"
"CHEMBL150","OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3","4.124360063"
"CHEMBL297453","Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c4cc(O)c(O)c(O)c4","5.522878745"
"CHEMBL3629741","Fc1ccc(F)c2c1OC[C@H]3C4(CCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5)CCS(=O)(=O)CC4","7.238824187"
"CHEMBL3936795","C[P@@]1(=O)OC[C@]2(CCC[C@@]3([C@H]2COc4c(F)ccc(F)c34)S(=O)(=O)c5ccc(Cl)cc5)CO1","6.375717904"
"CHEMBL3819454","O=C1C(=Cc2ccc(cc2)N3CCN(CC3)C(c4ccccc4)c5ccccc5)C(=O)c6ccccc16","4.929962133"
"CHEMBL3797706","COc1ccc(CC(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24)cc1OC","7.647046088"
"CHEMBL3814349","Nc1nc(NCc2cccc(c2)C(F)(F)F)c3ccccc3n1","4.677780705"
"CHEMBL3813788","COc1ccc(CNc2nc(N)nc3ccccc23)cc1","4.602059991"
"CHEMBL3815078","Nc1nc(NCc2ccccc2)c3ccccc3n1","4.602059991"
"CHEMBL3814397","Nc1nc(NCC2CCCCC2)nc3ccccc13","4.602059991"
"CHEMBL3814429","COc1cccc(CNc2nc(N)nc3ccccc23)c1","4.68613278"
"CHEMBL3667026","OC(=O)CCC(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2","5.886056648"
"CHEMBL3692700","FC(F)(F)c1ccc(\C=C\C(=O)Nc2ccc3C[C@@H]4CC[C@H](Cc3c2)[C@@H]4NS(=O)(=O)c5ccc(Cl)s5)cc1","3.698970004"
"CHEMBL2059203","COc1cc(\C=C\c2cc(\C=C\c3ccc(O)c(OC)c3)ncn2)ccc1O","5.494850022"
"CHEMBL2059388","Oc1ccc(\C=C\c2cc(O)cc(\C=C\c3ccc(O)cc3)c2)cc1","5.795880017"
"CHEMBL2059391","COc1ccc(\C=C\c2cc(O)cc(\C=C\c3ccc(OC)c(O)c3)c2)cc1O","5.795880017"
"CHEMBL3286985","COc1cc(\C=C\2/Sc3nc(cn3C2=O)c4ccc(Cl)cc4)cc(O)c1O","7.744727495"
"CHEMBL3286986","COc1cc(\C=C\2/Sc3nc(cn3C2=O)c4ccncc4C)ccc1O","5"
"CHEMBL3286987","COc1cc(\C=C\2/Sc3nc(cn3C2=O)c4ccncc4C)cc(OC)c1O","7.494850022"
"CHEMBL3087683","CC(C(=O)NCCCNCCCNC1=CC(=O)c2ccccc2C1=O)c3ccc(c(F)c3)c4ccccc4","5.162411562"
"CHEMBL3286989","COc1cc(\C=C\2/Sc3nc(cn3C2=O)c4cccc(c4)C(F)(F)F)cc(Cl)c1O","6.910094889"
"CHEMBL3629739","Fc1ccc(F)c2c1OC[C@H]3C4(CCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5)COC4","7.995678626"
"CHEMBL3947671","CO[C@@H]1CC[C@@]2(CC1)Cc3cc(F)c(cc3C24N=C(C)C(=N4)N)c5cc(Cl)cc(c5)C#N","8.769551079"
"CHEMBL3943188","CO[C@@H]1CC[C@@]2(CC1)Cc3cc(F)c(cc3C24N=C(C)C(=N4)N)c5cc(F)cc(c5)C#N","8.318758763"
"CHEMBL3672725","CO[C@@H]1CC[C@@]2(CC1)CCc3ccc(cc3C24N=C(C)C(=N4)N)c5cncc(Cl)c5","8.602059991"
"CHEMBL3667029","COCOCCCC(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2","6.301029996"
"CHEMBL3667031","OCCOCCC(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2","6.15490196"
"CHEMBL3667038","CC(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2","6.494850022"
"CHEMBL3797623","Clc1ccc(CC(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24)cc1","7.110978578"
"CHEMBL3087674","CC(C)Cc1ccc(cc1)C(C)C(=O)NCCCNCCCNC2=CC(=O)C(=CC2=O)NCCCNCCCNC(=O)C(C)c3ccc(CC(C)C)cc3","5.316052869"
"CHEMBL3672721","CO[C@@H]1CC[C@@]2(CC1)CCc3ccc(Br)cc3C24N=C(C)C(=N4)N","7.107905397"
"CHEMBL3891403","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC4CC(F)(F)C4)cc3C25N=C(C)C(=N5)N","8.075720714"
"CHEMBL465398","O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(=O)O","4"
"CHEMBL3672724","CO[C@@H]1CC[C@]2(CC1)CCc3ccc(cc3C24N=C(C)C(=N4)N)c5cc(OC)cc(c5)C#N","7.096910013"
"CHEMBL2381385","COc1ccc2C=C(C(=O)CN3CCOCC3)C(=O)Oc2c1","5.301029996"
"CHEMBL3798857","Oc1ccc(CC(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24)cc1","7.343997679"
"CHEMBL3814660","Nc1nc(NCc2ccc(cc2)C(F)(F)F)c3ccccc3n1","5.721246399"
"CHEMBL2408101","COc1ccc(C(=O)\C=C\c2ccc(cc2)C(=O)N3CCOCC3)c(O)c1","5.494850022"
"CHEMBL2381403","COc1ccc2C=C(C(=O)CN3CCN(CC3)c4ccccc4)C(=O)Oc2c1","5.187086643"
"CHEMBL2408098","COc1ccc(C(=O)\C=C\c2ccc(cc2)C(=O)N3CCCC3)c(O)c1","4.835647144"
"CHEMBL3667019","Oc1ccc(\C=C\C(=O)CC(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2)cc1OC(F)(F)F","6.677780705"
"CHEMBL1090210","Fc1ccc(F)c2c1OC[C@H]3C[C@@H](CC[C@@]23S(=O)(=O)c4ccc(Cl)cc4)NS(=O)(=O)C5CC5","8.096910013"
"CHEMBL3659995","Fc1ccc(F)c2c1OC[C@H]3C[C@H](CC(=O)NCC(F)(F)F)CC[C@@]23S(=O)(=O)c4ccc(cc4)C(F)(F)F","7.602059991"
"CHEMBL247932","COc1cc(\C=C\c2cccc(\C=C\c3ccc(N(C)C)c(OC)c3)c2)ccc1N(C)C","6"
"CHEMBL3672719","CC1=NC2(N=C1N)c3cc(ccc3CCC24CC4)c5cc(F)cc(F)c5","6.928117993"
"CHEMBL3672727","CO[C@@H]1CC[C@]2(CC1)CCc3ccc(cc3C24N=C(C)C(=N4)N)c5cncc(c5)C#CC","7.091514981"
"CHEMBL3902027","COCC[C@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(cc3C)C#N)ccc2F","5"
"CHEMBL149082","NCCCS(=O)(=O)O","4"
"CHEMBL140","COc1cc(\C=C\C(=O)CC(=O)\C=C\c2ccc(O)c(OC)c2)ccc1O","6.149966742"
"CHEMBL3942223","C[P@@]1(=O)OC[C@@]2(CCC[C@@]3([C@H]2COc4c(F)ccc(F)c34)S(=O)(=O)c5ccc(cc5)C(F)(F)F)CO1","7.102372909"
"CHEMBL2386874","CN(C)c1cccc(Oc2cnc(Nc3cccc(O)c3)nc2)c1","4"
"CHEMBL2386881","CCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](C[C@@H]5O[C@]6(CC[C@@H](C)CO6)[C@@H](C)[C@H]45)[C@H]3CC=C2C1","4"
"CHEMBL309490","OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccccc3","3.301029996"
"CHEMBL196945","OC(=O)C1(CC1)c2ccc(c(F)c2)c3ccc(Cl)c(Cl)c3","4.853871964"
"CHEMBL2386723","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(cc3Cl)C(F)(F)F)ccc2F","7.568636236"
"CHEMBL2386725","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(OCC(F)F)nc3N)ccc2F","6.356547324"
"CHEMBL4107314","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(cc3N)C#CCO)ccc2F","7.207608311"
"CHEMBL4106556","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncccc3Cl)ccc2F","7.055517328"
"CHEMBL4114553","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(OCCCl)nc3N)ccc2F","5.537602002"
"CHEMBL3672730","COC1CCC2(CC1)CCc3ccc(cc3C24N=C(C)C(=N4)N)c5cc(Cl)cc(c5)C#N","8.508638306"
"CHEMBL4111103","CC(F)(F)c1cnc(C(=O)Nc2ccc(F)c(n2)[C@@]3(C)N=C(N)OCC3(F)F)c(N)n1","6.508638306"
"CHEMBL4110172","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(OCF)nc3N)ccc2F","7.522878745"
"CHEMBL4113786","C[C@@]1(N=C(N)OCC1(F)F)c2nc(NC(=O)c3ncc(cc3Cl)C#CCO)ccc2F","7.721246399"
"CHEMBL4111183","CC(F)(F)c1cnc(C(=O)Nc2ccc(F)c(n2)[C@@]3(C)N=C(N)OCC3(F)F)c(Cl)c1","7.236572006"
"CHEMBL164","OC1=C(Oc2cc(O)cc(O)c2C1=O)c3cc(O)c(O)c(O)c3","4.821023053"
"CHEMBL3927449","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC4CCC4)cc3[C@@]25N=C(C)C(=N5)N","8.886056648"
"CHEMBL3939963","CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCCC4CC4)cc3C25N=C(C)C(=N5)N","9.096910013"
"CHEMBL297453","Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c4cc(O)c(O)c(O)c4","6.301029996"
"CHEMBL396543","Clc1ccc(cc1)S(=O)(=O)N2[C@@H](COC(=O)N3CCC(CC3)N4CCCCC4)CCC[C@H]2c5ccccc5","7.795880017"
"CHEMBL563","CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2","3.515700161"
"CHEMBL145","OC(=O)\C=C\c1ccc(O)c(O)c1","4.484126156"
"CHEMBL165","Oc1ccc(\C=C\c2cc(O)cc(O)c2)cc1","4.820735536"
"CHEMBL81782","[I-].CCN1\C(=C\C=C\c2sc3ccccc3[n+]2CC)\Sc4ccccc14","5.48148606"
"CHEMBL297453","Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c4cc(O)c(O)c(O)c4","4"
"CHEMBL81880","CN(C)c1ccc2cc3ccc(cc3nc2c1)N(C)C","6.22184875"
"CHEMBL3672718","CC1=NC2(N=C1N)c3cc(ccc3CCC24CC4)c5cc(F)cc(c5)C#N","7.638272164"
"CHEMBL3692698","Fc1ccc(OCCC(=O)Nc2ccc3C[C@@H]4CC[C@H](Cc3c2)[C@@H]4NS(=O)(=O)c5ccc(Cl)s5)cc1","4.698970004"
"CHEMBL3692701","CN1C(=O)[C@@H](NCC(=O)Nc2ccc3C[C@@H]4CC[C@H](Cc3c2)[C@@H]4NS(=O)(=O)c5ccc(Cl)s5)N=C(c6ccccc6)c7ccccc17","3.096910013"
"CHEMBL165","Oc1ccc(\C=C\c2cc(O)cc(O)c2)cc1","5.387216143"
"CHEMBL129795","Oc1ccc(\C=C\C(=O)c2ccc(O)cc2O)cc1","4.705533774"
"CHEMBL95","Nc1c2CCCCc2nc3ccccc13","7.913284336"
"CHEMBL164","OC1=C(Oc2cc(O)cc(O)c2C1=O)c3cc(O)c(O)c(O)c3","5.522878745"
